;OpenOBJs Object v1.00							
;This Object's License is GNU GPL Version 2 or later							
;Copyright(C) 2014 Midnight Express Ginga81(ginga81)							
;基準開始位置		-0.45	m				
Addvertex,	-0.4885	,	0.0375	,	5.6825		
Addvertex,	-0.4885	,	-0.0389	,	5.5016		
Addvertex,	-0.4885	,	-0.0650	,	5.3075		
Addvertex,	-0.4885	,	1.4150	,	5.3075		
Addvertex,	-0.4885	,	1.3906	,	5.4887		
Addvertex,	-0.4885	,	1.3192	,	5.6575		
Addvertex,	-0.4885	,	1.2056	,	5.8025		
Addvertex,	-0.4885	,	1.0575	,	5.9137		
Addvertex,	-0.4885	,	0.8851	,	5.9836		
Addvertex,	-0.4885	,	0.7000	,	6.0075		
Addvertex,	-0.4885	,	0.5149	,	5.9836		
Addvertex,	-0.4885	,	0.3425	,	5.9137		
Addvertex,	-0.4885	,	0.1944	,	5.8025		
Addvertex,	-0.4885	,	0.0808	,	5.6575		
Addvertex,	-0.4885	,	0.0094	,	5.4887		
Addvertex,	-0.4885	,	-0.0150	,	5.3075		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0650	,	5.3075		
Addvertex,	-0.4885	,	-0.0389	,	5.1134		
Addvertex,	-0.4885	,	0.0375	,	4.9325		
Addvertex,	-0.4885	,	0.1591	,	4.7772		
Addvertex,	-0.4885	,	0.3175	,	4.6580		
Addvertex,	-0.4885	,	0.5020	,	4.5831		
Addvertex,	-0.4885	,	0.7000	,	4.5575		
Addvertex,	-0.4885	,	0.8980	,	4.5831		
Addvertex,	-0.4885	,	1.0825	,	4.6580		
Addvertex,	-0.4885	,	1.2409	,	4.7772		
Addvertex,	-0.4885	,	1.3625	,	4.9325		
Addvertex,	-0.4885	,	1.4389	,	5.1134		
Addvertex,	-0.4885	,	1.4650	,	5.3075		
Addvertex,	-0.4885	,	-0.0150	,	5.3075		
Addvertex,	-0.4885	,	0.0094	,	5.1263		
Addvertex,	-0.4885	,	0.0808	,	4.9575		
Addvertex,	-0.4885	,	0.1944	,	4.8125		
Addvertex,	-0.4885	,	0.3425	,	4.7013		
Addvertex,	-0.4885	,	0.5149	,	4.6314		
Addvertex,	-0.4885	,	0.7000	,	4.6075		
Addvertex,	-0.4885	,	0.8851	,	4.6314		
Addvertex,	-0.4885	,	1.0575	,	4.7013		
Addvertex,	-0.4885	,	1.2056	,	4.8125		
Addvertex,	-0.4885	,	1.3192	,	4.9575		
Addvertex,	-0.4885	,	1.3906	,	5.1263		
Addvertex,	-0.4885	,	1.4150	,	5.3075		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;第二動輪左							
;開始位置:	5.7575	半径	0.715	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.7	m			
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0150	,	5.3075		
Addvertex,	0.4885	,	0.0094	,	5.4926		
Addvertex,	0.4885	,	0.0808	,	5.6650		
Addvertex,	0.4885	,	0.1944	,	5.8131		
Addvertex,	0.4885	,	0.3425	,	5.9267		
Addvertex,	0.4885	,	0.5149	,	5.9981		
Addvertex,	0.4885	,	0.7000	,	6.0225		
Addvertex,	0.4885	,	0.8851	,	5.9981		
Addvertex,	0.4885	,	1.0575	,	5.9267		
Addvertex,	0.4885	,	1.2056	,	5.8131		
Addvertex,	0.4885	,	1.3192	,	5.6650		
Addvertex,	0.4885	,	1.3906	,	5.4926		
Addvertex,	0.4885	,	1.4150	,	5.3075		
Addvertex,	0.5685	,	0.0000	,	5.3075		
Addvertex,	0.5685	,	0.0239	,	5.4887		
Addvertex,	0.5685	,	0.0938	,	5.6575		
Addvertex,	0.5685	,	0.2050	,	5.8025		
Addvertex,	0.5685	,	0.3500	,	5.9137		
Addvertex,	0.5685	,	0.5188	,	5.9836		
Addvertex,	0.5685	,	0.7000	,	6.0075		
Addvertex,	0.5685	,	0.8812	,	5.9836		
Addvertex,	0.5685	,	1.0500	,	5.9137		
Addvertex,	0.5685	,	1.1950	,	5.8025		
Addvertex,	0.5685	,	1.3062	,	5.6575		
Addvertex,	0.5685	,	1.3761	,	5.4887		
Addvertex,	0.5685	,	1.4000	,	5.3075		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	1.4150	,	5.3075		
Addvertex,	0.4885	,	1.3906	,	5.1224		
Addvertex,	0.4885	,	1.3192	,	4.9500		
Addvertex,	0.4885	,	1.2056	,	4.8019		
Addvertex,	0.4885	,	1.0575	,	4.6883		
Addvertex,	0.4885	,	0.8851	,	4.6169		
Addvertex,	0.4885	,	0.7000	,	4.5925		
Addvertex,	0.4885	,	0.5149	,	4.6169		
Addvertex,	0.4885	,	0.3425	,	4.6883		
Addvertex,	0.4885	,	0.1944	,	4.8019		
Addvertex,	0.4885	,	0.0808	,	4.9500		
Addvertex,	0.4885	,	0.0094	,	5.1224		
Addvertex,	0.4885	,	-0.0150	,	5.3075		
Addvertex,	0.5685	,	1.4000	,	5.3075		
Addvertex,	0.5685	,	1.3761	,	5.1263		
Addvertex,	0.5685	,	1.3062	,	4.9575		
Addvertex,	0.5685	,	1.1950	,	4.8125		
Addvertex,	0.5685	,	1.0500	,	4.7013		
Addvertex,	0.5685	,	0.8812	,	4.6314		
Addvertex,	0.5685	,	0.7000	,	4.6075		
Addvertex,	0.5685	,	0.5188	,	4.6314		
Addvertex,	0.5685	,	0.3500	,	4.7013		
Addvertex,	0.5685	,	0.2050	,	4.8125		
Addvertex,	0.5685	,	0.0938	,	4.9575		
Addvertex,	0.5685	,	0.0239	,	5.1263		
Addvertex,	0.5685	,	0.0000	,	5.3075		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	0.4885	,	1.4650	,	5.3075		
Addvertex,	0.4885	,	1.4389	,	5.5016		
Addvertex,	0.4885	,	1.3625	,	5.6825		
Addvertex,	0.4885	,	1.2409	,	5.8378		
Addvertex,	0.4885	,	1.0825	,	5.9570		
Addvertex,	0.4885	,	0.8980	,	6.0319		
Addvertex,	0.4885	,	0.7000	,	6.0575		
Addvertex,	0.4885	,	0.5020	,	6.0319		
Addvertex,	0.4885	,	0.3175	,	5.9570		
Addvertex,	0.4885	,	0.1591	,	5.8378		
Addvertex,	0.4885	,	0.0375	,	5.6825		
Addvertex,	0.4885	,	-0.0389	,	5.5016		
Addvertex,	0.4885	,	-0.0650	,	5.3075		
Addvertex,	0.4885	,	1.4150	,	5.3075		
Addvertex,	0.4885	,	1.3906	,	5.4887		
Addvertex,	0.4885	,	1.3192	,	5.6575		
Addvertex,	0.4885	,	1.2056	,	5.8025		
Addvertex,	0.4885	,	1.0575	,	5.9137		
Addvertex,	0.4885	,	0.8851	,	5.9836		
Addvertex,	0.4885	,	0.7000	,	6.0075		
Addvertex,	0.4885	,	0.5149	,	5.9836		
Addvertex,	0.4885	,	0.3425	,	5.9137		
Addvertex,	0.4885	,	0.1944	,	5.8025		
Addvertex,	0.4885	,	0.0808	,	5.6575		
Addvertex,	0.4885	,	0.0094	,	5.4887		
Addvertex,	0.4885	,	-0.0150	,	5.3075		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0650	,	5.3075		
Addvertex,	0.4885	,	-0.0389	,	5.1134		
Addvertex,	0.4885	,	0.0375	,	4.9325		
Addvertex,	0.4885	,	0.1591	,	4.7772		
Addvertex,	0.4885	,	0.3175	,	4.6580		
Addvertex,	0.4885	,	0.5020	,	4.5831		
Addvertex,	0.4885	,	0.7000	,	4.5575		
Addvertex,	0.4885	,	0.8980	,	4.5831		
Addvertex,	0.4885	,	1.0825	,	4.6580		
Addvertex,	0.4885	,	1.2409	,	4.7772		
Addvertex,	0.4885	,	1.3625	,	4.9325		
Addvertex,	0.4885	,	1.4389	,	5.1134		
Addvertex,	0.4885	,	1.4650	,	5.3075		
Addvertex,	0.4885	,	-0.0150	,	5.3075		
Addvertex,	0.4885	,	0.0094	,	5.1263		
Addvertex,	0.4885	,	0.0808	,	4.9575		
Addvertex,	0.4885	,	0.1944	,	4.8125		
Addvertex,	0.4885	,	0.3425	,	4.7013		
Addvertex,	0.4885	,	0.5149	,	4.6314		
Addvertex,	0.4885	,	0.7000	,	4.6075		
Addvertex,	0.4885	,	0.8851	,	4.6314		
Addvertex,	0.4885	,	1.0575	,	4.7013		
Addvertex,	0.4885	,	1.2056	,	4.8125		
Addvertex,	0.4885	,	1.3192	,	4.9575		
Addvertex,	0.4885	,	1.3906	,	5.1263		
Addvertex,	0.4885	,	1.4150	,	5.3075		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;第一動輪							
;開始位置:	7.3075	半径	0.715	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.7	m			
CreateMeshBuilder							
Addvertex,	-0.4885	,	1.4150	,	6.8575		
Addvertex,	-0.4885	,	1.3906	,	7.0426		
Addvertex,	-0.4885	,	1.3192	,	7.2150		
Addvertex,	-0.4885	,	1.2056	,	7.3631		
Addvertex,	-0.4885	,	1.0575	,	7.4767		
Addvertex,	-0.4885	,	0.8851	,	7.5481		
Addvertex,	-0.4885	,	0.7000	,	7.5725		
Addvertex,	-0.4885	,	0.5149	,	7.5481		
Addvertex,	-0.4885	,	0.3425	,	7.4767		
Addvertex,	-0.4885	,	0.1944	,	7.3631		
Addvertex,	-0.4885	,	0.0808	,	7.2150		
Addvertex,	-0.4885	,	0.0094	,	7.0426		
Addvertex,	-0.4885	,	-0.0150	,	6.8575		
Addvertex,	-0.5685	,	1.4000	,	6.8575		
Addvertex,	-0.5685	,	1.3761	,	7.0387		
Addvertex,	-0.5685	,	1.3062	,	7.2075		
Addvertex,	-0.5685	,	1.1950	,	7.3525		
Addvertex,	-0.5685	,	1.0500	,	7.4637		
Addvertex,	-0.5685	,	0.8812	,	7.5336		
Addvertex,	-0.5685	,	0.7000	,	7.5575		
Addvertex,	-0.5685	,	0.5188	,	7.5336		
Addvertex,	-0.5685	,	0.3500	,	7.4637		
Addvertex,	-0.5685	,	0.2050	,	7.3525		
Addvertex,	-0.5685	,	0.0938	,	7.2075		
Addvertex,	-0.5685	,	0.0239	,	7.0387		
Addvertex,	-0.5685	,	0.0000	,	6.8575		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0150	,	6.8575		
Addvertex,	-0.4885	,	0.0094	,	6.6724		
Addvertex,	-0.4885	,	0.0808	,	6.5000		
Addvertex,	-0.4885	,	0.1944	,	6.3519		
Addvertex,	-0.4885	,	0.3425	,	6.2383		
Addvertex,	-0.4885	,	0.5149	,	6.1669		
Addvertex,	-0.4885	,	0.7000	,	6.1425		
Addvertex,	-0.4885	,	0.8851	,	6.1669		
Addvertex,	-0.4885	,	1.0575	,	6.2383		
Addvertex,	-0.4885	,	1.2056	,	6.3519		
Addvertex,	-0.4885	,	1.3192	,	6.5000		
Addvertex,	-0.4885	,	1.3906	,	6.6724		
Addvertex,	-0.4885	,	1.4150	,	6.8575		
Addvertex,	-0.5685	,	0.0000	,	6.8575		
Addvertex,	-0.5685	,	0.0239	,	6.6763		
Addvertex,	-0.5685	,	0.0938	,	6.5075		
Addvertex,	-0.5685	,	0.2050	,	6.3625		
Addvertex,	-0.5685	,	0.3500	,	6.2513		
Addvertex,	-0.5685	,	0.5188	,	6.1814		
Addvertex,	-0.5685	,	0.7000	,	6.1575		
Addvertex,	-0.5685	,	0.8812	,	6.1814		
Addvertex,	-0.5685	,	1.0500	,	6.2513		
Addvertex,	-0.5685	,	1.1950	,	6.3625		
Addvertex,	-0.5685	,	1.3062	,	6.5075		
Addvertex,	-0.5685	,	1.3761	,	6.6763		
Addvertex,	-0.5685	,	1.4000	,	6.8575		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	-0.4885	,	1.4650	,	6.8575		
Addvertex,	-0.4885	,	1.4389	,	7.0516		
Addvertex,	-0.4885	,	1.3625	,	7.2325		
Addvertex,	-0.4885	,	1.2409	,	7.3878		
Addvertex,	-0.4885	,	1.0825	,	7.5070		
Addvertex,	-0.4885	,	0.8980	,	7.5819		
Addvertex,	-0.4885	,	0.7000	,	7.6075		
Addvertex,	-0.4885	,	0.5020	,	7.5819		
Addvertex,	-0.4885	,	0.3175	,	7.5070		
Addvertex,	-0.4885	,	0.1591	,	7.3878		
Addvertex,	-0.4885	,	0.0375	,	7.2325		
Addvertex,	-0.4885	,	-0.0389	,	7.0516		
Addvertex,	-0.4885	,	-0.0650	,	6.8575		
Addvertex,	-0.4885	,	1.4150	,	6.8575		
Addvertex,	-0.4885	,	1.3906	,	7.0387		
Addvertex,	-0.4885	,	1.3192	,	7.2075		
Addvertex,	-0.4885	,	1.2056	,	7.3525		
Addvertex,	-0.4885	,	1.0575	,	7.4637		
Addvertex,	-0.4885	,	0.8851	,	7.5336		
Addvertex,	-0.4885	,	0.7000	,	7.5575		
Addvertex,	-0.4885	,	0.5149	,	7.5336		
Addvertex,	-0.4885	,	0.3425	,	7.4637		
Addvertex,	-0.4885	,	0.1944	,	7.3525		
Addvertex,	-0.4885	,	0.0808	,	7.2075		
Addvertex,	-0.4885	,	0.0094	,	7.0387		
